inst_id,OC,sido,sgg,openDate,bedCount,instkind,revenue1,salescost1,sga1,salary1,noi1,noe1,interest1,ctax1,profit1,liquidAsset1,quickAsset1,receivableS1,inventoryAsset1,nonCAsset1,tanAsset1,OnonCAsset1,receivableL1,debt1,liquidLiabilities1,shortLoan1,NCLiabilities1,longLoan1,netAsset1,surplus1,revenue2,salescost2,sga2,salary2,noi2,noe2,interest2,ctax2,profit2,liquidAsset2,quickAsset2,receivableS2,inventoryAsset2,nonCAsset2,tanAsset2,OnonCAsset2,receivableL2,debt2,liquidLiabilities2,shortLoan2,NCLiabilities2,longLoan2,netAsset2,surplus2,employee1,employee2,ownerChange
171,open,gyeonggi,27,20120627,110,nursing_hospital,3406805440,101664431,3270737840,1902775696,3731130,34452664,33447044,555943,3125692,1168077112,1031040291,379640537,137036821,2138047001,1380818932,6.15E+08,0,1715081673,1674233326,1147413614,40848347,0,1591042440,0,3717776540,122463478,3498397989,1939870748,12063743,30283190,27160860,8787370,69908256,730020143,657805006,418252464,72215137,2056783657,1417235335,615500000,0,1198887052,1138859425,762047310,60027627,0,1587916748,0,64,60,same
173,open,jeonbuk,147,19960201,174,nursing_hospital,4560950980,0,4476162141,2970504520,4320766,35049996,33765714,0,54059609,595869820,595869820,591287262,0,4017965247,3972170052,3.00E+05,0,3206506157,3206506157,1133738704,0,0,1407328910,0,4947558930,0,4526847413,2686624470,3629941,37342806,35626335,0,386998652,606930006,606930006,597153373,0,3931029297,3882126635,3.00E+05,0,3184690002,3184690002,1085386585,0,0,1353269301,0,113,95,same
175,open,busan,59,19990127,64,traditiona_hospital,9229935905,1109103580,7406350689,4253616743,25200082,264227281,158605623,89758880,385695557,1409192294,1336495794,880612042,72696500,7763557968,4966943617,2789370000,0,7384148726,3280446726,1099992882,4103702000,4103702000,1788601536,0,8817827807,842178695,7360184253,3805778255,24658439,274133788,126051602,53098730,312890780,1538305211,1445586651,844117549,92718560,6275802296,5215146579,1050819860,0,6411201528,1696639528,261903015,4714562000,4714562000,1402905979,0,87,88,same
176,open,choongnam,167,20140211,132,nursing_hospital,3636213460,0,3482038513,1501973920,14660591,86467211,79466829,13728780,68639547,2558458257,2484679631,0,73778626,2870205701,2578795301,291410400,0,2427467276,1327467276,1091589060,1.10E+09,1.10E+09,3001196682,0,3498255740,0,3284151744,1440826940,48361247,171601490,63350124,25150200,65713553,1570251790,1541559788,0,28692002,2693610386,2669090386,24520000,0,1331305041,1331305041,1088474640,0,0,2932557135,0,65,65,same
177,open,daejeon,47,19840218,0,clinic,1889868160,112831634,1694669688,1077318381,775718,88591335,44166097,0,-5448779,156429738,136801297,0,19628441,2259644104,2259454904,189200,0,1579396583,1579396583,1078728901,0,0,836677259,0,1554736752,81392482,1501394890,902523373,1667278,99406790,43509776,3212000,-129002132,165019848,135149527,0,29870321,2304934258,2289745058,15189200,0,1627828068,1627828068,1078103331,0,0,842126038,0,35,32,same
178,open,daejeon,47,19780124,69,traditiona_hospital,1889868160,112831634,1694669688,1077318381,775718,88591335,44166097,0,-5448779,156429738,136801297,0,19628441,2259644104,2259454904,189200,0,1579396583,1579396583,1078728901,0,0,836677259,0,1554736752,81392482,1501394890,902523373,1667278,99406790,43509776,3212000,-129002132,165019848,135149527,0,29870321,2304934258,2289745058,15189200,0,1627828068,1627828068,1078103331,0,0,842126038,0,35,32,same
179,open,gangwon,2,20050704,27,hospital,6289384698,559995789,5639371892,3534244170,240526050,213741618,86556060,36785553,80015896,2426713126,2411774833,0,14938293,5174547326,4357100946,7500000,0,4155435091,1246455288,1058338645,2908979803,7.50E+08,3445825361,0,6110888930,470661504,5570614879,3577377760,218285119,89604837,67859301,29293779,168999050,2615138960,2558202417,2265906,56936543,5149757803,4317687277,0,0,4201229110,1326449408,1084996577,2874779702,8.70E+08,3563667653,0,87,90,same
180,open,busan,65,20131118,247,nursing_hospital,8724315850,398405019,8130593828,4678699000,10016358,173648621,168267791,0,31684740,1412000458,1387917384,1206012041,24083074,8523803748,8511398994,0,0,8538970386,5505999307,1028816989,3032971079,450220000,1396833820,0,8224437198,422445109,7546143860,4634800661,21813232,157407299,152877289,0,120254162,1700861209,1676107349,1008420652,24753860,8767254407,8644702507,0,0,8465053127,2214993127,1414949186,6250060000,4350060000,2003062489,0,125,125,same
182,open,gyeongnam,101,20110105,164,nursing_hospital,3158287120,0,2871188170,1724611632,42086155,96397714,33367364,13752849,219034542,806415124,806415124,375894504,0,2226761694,1948486577,7.80E+07,0,1486343856,1284381057,1.00E+09,201962799,0,1546832962,0,3021570554,0,2851573317,1732276153,8512397,115799213,33126030,16300,62694121,644727406,644727406,245612720,0,2127562465,2019562465,7.80E+07,0,1444491451,1283115680,1.00E+09,161375771,0,1327798420,0,54,57,same
183,open,gyeongbuk,171,20071210,272,nursing_hospital,7773840222,0,7250000089,3535953490,9130131,145061638,93909038,62786300,325122326,1262179844,1242915553,5316000,19264291,9651415811,9326984694,259520000,0,3601113812,1637753812,1.00E+09,1963360000,1963360000,7312481843,0,8037916238,0,7240013564,3565235640,4937557,151273048,101774070,130207660,521359523,1065771628,1035899305,0,29872323,9649572262,9348268029,261520000,0,3740236153,1682693279,1.00E+09,2057542874,1963360000,6975107737,0,105,113,same
187,open,gyeonggi,96,20091009,445,nursing_hospital,16040269195,997606904,14328146183,8069417765,484055204,317440621,220749130,0,881130691,3089401900,3027247021,2832728154,62154879,12463310279,11653244003,356335670,0,9265153949,2948013092,855582275,6317140857,5428286689,6287558230,0,14062110863,838828791,12498766958,6754447050,1221733729,1414039695,238537265,0,532209148,2587582723,2526790245,2116472880,60792478,13250816463,12494019510,314420670,0,10346971647,3840601623,1087792874,6506370024,5484286689,5491427539,0,170,170,same
189,open,jeonbuk,148,20100611,34,hospital,2415683553,120760393,2143235263,1218134771,3464672,38509826,33048338,0,116642743,719925338,718919338,504706150,1006000,1677205862,1555885862,121320000,0,1012611303,1012611303,815710733,0,0,1384519897,0,2243537133,92498215,2049034500,982007748,42343302,38238823,32998373,0,106108897,625958862,625188062,430269320,770800,1730475480,1621065480,109410000,0,1088542608,1088542608,937215161,0,0,1267891734,0,39,39,same
190,open,choongnam,94,20080129,24,nursing_hospital,2707913302,114450149,2851076112,1632665669,86168978,132403149,124167516,59990,-303907120,1935352281,1917960465,61972724,17391816,2368180138,2297780116,53900000,0,3456400747,1473553080,800628426,1982847667,1982847667,847131672,0,2579446820,109274348,2748336659,1406660465,109810953,116277519,104169621,0,-284630753,1950442315,1928897752,68423742,21544563,2695554655,2626748637,52360000,0,3494958178,1514531130,695128465,1980427048,1980427048,1151038792,0,50,52,same
191,open,gyeongnam,101,19890331,84,nursing_hospital,10647091981,967696076,9770809764,6455269020,207952862,348683260,249921361,54732450,-286876707,3600187215,3501247824,1167730841,98939391,8126053860,6711192556,176054100,0,8178294826,1650788514,8.00E+08,6527506312,5832918511,3547946249,0,11081603006,969602382,9806518426,6476989260,407029861,497179113,278399673,0,215332946,3941833575,3857512750,1113566910,84320825,8259830886,6854712117,176054100,0,8366841505,2198761837,998811991,6168079668,5439140691,3834822956,0,140,138,same
192,open,choongnam,28,20011221,0,traditional_clinic,5961811521,5770950605,0,0,55672361,104120176,0,0,142413101,988933060,958341634,512711425,30591426,2286591951,1921541951,365050000,0,2354158255,1202171111,799675027,1151987144,999345696,921366756,0,6148148498,5860761306,0,0,39511949,81487714,0,0,245411427,1026390091,995930891,445325111,30459200,2175889460,1810839460,365050000,0,2398694011,1231391378,929675027,1167302633,995893096,803585540,0,67,67,same
194,open,busan,67,20110614,115,nursing_hospital,3603244610,97299642,3139340298,1934447480,60351052,212860465,212860463,592260,213502997,1227343466,1217018466,543144174,10325000,9092248465,8024758987,490500000,0,5255032448,1052152711,768340527,4202879737,4202879737,5064559483,0,3586606040,117687279,3187320474,1803387510,29854174,301010806,300773116,0,10441655,1298868300,1287618300,532827704,11250000,9259160924,8270503217,490500000,0,5515384298,1233562243,870354016,4281822055,4281822055,5042644926,0,75,74,same
195,open,daegu,43,20070912,194,hospital,9310168399,1079122076,7674704874,4473314850,9104460,407921278,302674990,0,157524631,978100715,824891075,216851561,153206830,8981910686,8696915686,284995000,0,8182226013,3449793597,7.50E+08,4732432416,4577432416,1777785388,0,7162359833,973033043,6500775721,3618767663,1361057,362180140,271311494,7188440,-679456454,871763398,718541197,563089307,153222201,9093623718,8613913033,479710685,0,8345126359,3347891671,8.00E+08,4997234688,4842234688,1620260757,0,77,79,same
196,open,choongbuk,165,20091223,142,nursing_hospital,4631822341,175420450,4156456673,2431561969,22561949,258121528,254712172,0,64385639,1498535685,1476814458,0,21721227,29860000,0,0,0,8208113025,2941382578,743026885,5266730447,4881730447,-6679717340,0,3501965740,131175767,3570489364,1975525525,445700839,109036198,96722996,0,136965250,928218045,915110234,0,13107811,21240000,0,0,0,6981606119,1660871061,811844698,5320735058,3.80E+09,-6032148074,0,52,52,same
197,open,daegu,43,19990811,33,hospital,5609271774,0,5364238546,3124633000,107551043,70852609,70852609,78658530,203073132,1283350179,1247869687,0,35480492,5569869787,4882944770,686925017,0,2373122234,1273122234,740773419,1.10E+09,0,4480097732,0,5625557316,0,5209122228,3124463121,51913734,33137355,33137355,79265330,355946137,1211745869,1179685645,0,32060224,5699405326,5012480309,686925017,0,2634126595,1375626595,954921539,1258500000,0,4277024600,0,95,97,same
200,open,busan,62,19831207,163,general_hospital,17078280044,13483999574,3740457560,0,619625591,427782338,392064064,0,45666163,2616439890,2473847991,0,142591899,16510214399,16157114449,0,0,15376480280,6265859637,650677694,9110620643,9029963823,3750174009,0,16604170609,13112227920,3638218628,0,576412417,397685953,386333118,0,32450525,2228535993,2106914293,0,121621700,15978576147,15925845297,0,0,14502604294,4806260300,927754670,9696343994,9459726678,3704507846,0,212,212,same
202,open,jeonnam,110,19880618,139,hospital,9212685147,1532127295,7146826322,3647429120,29746681,270744162,216276897,0,292734049,5952626476,5719790010,5136717251,232836466,9304105187,8637023324,1462420,0,16256505507,12866505507,639420000,3.39E+09,2.89E+09,-999773844,0,9752084790,1698987784,7650329812,3962101980,140770053,324465233,234272882,0,219072014,6167035323,5855941182,4916058763,311094141,9022870146,8472243324,5465420,0,16482413362,13092413362,8.37E+08,3.39E+09,2.89E+09,-1292507893,0,125,125,change
203,open,daejeon,50,20061016,163,nursing_hospital,4960650700,378853347,4255827832,2460193400,53356921,236839636,99440356,23212200,119274606,1105781692,1099906152,0,5875540,4707572693,4541294454,1195000,0,3453501302,979476518,632555468,2474024784,1773020000,2359853083,1228047083,4915800180,359558795,4100431553,2365337858,34339304,291923377,78833442,10932420,187293339,1050633643,1044175189,0,6458454,4499197427,4396251874,1195000,0,3309252593,589572331,223836784,2719680262,2122750000,2240578477,1108772477,72,72,same
204,open,gyeongbuk,132,20090701,29,clinic,2544681333,185403666,2162552738,1386496770,37865186,63956411,63351740,0,170633704,1423337612,1097122682,99215878,2893195,1970288849,1901292049,38139000,0,2093003638,1093003638,6.30E+08,1.00E+09,1.00E+09,1300622823,179092584,2441889380,181699815,2031396546,1392106304,59277680,98306927,60969286,0,189763772,1016804504,957102875,89273225,2054789,1959162849,1898410049,29895000,0,1819301704,819301704,6.30E+08,1.00E+09,1.00E+09,1156665649,35135410,20,19,same
205,open,gyeongnam,32,20070822,80,nursing_hospital,1447423370,188587415,1158860847,860773090,24905355,32708225,27284675,9315580,82856658,748620856,744443740,229137320,4177116,1406985935,1323220767,2090000,0,1060627438,851052049,6.25E+08,209575389,209575389,1094979353,237514353,1485573370,173299410,1256575572,930403430,47198680,59905043,59628631,2995410,39996615,640011682,634709312,116044900,5302370,1401737470,1310201110,0,0,1029626457,801670794,6.15E+08,227955663,227955663,1012122695,154657695,32,37,change
208,open,gyeongbuk,95,20031229,63,hospital,5423601276,610814095,4750905704,2489826510,32865748,0,113003550,0,94747225,2534004629,2521630529,4384920,12374100,3321908394,3316388394,5520000,0,4719856486,1978085844,551451415,2741770642,2707261937,1136056537,233564737,5260835477,545785601,4483510776,2356896400,55467932,0,210193986,0,287007032,1810593954,1799857954,0,10736000,3472938146,3472418146,520000,0,4127075811,1257652438,398294315,2869423373,2737997581,1156456289,253964489,60,60,change
209, close,busan,63,19991112,151,hospital,8845472370,0,7958490489,4417377237,1387529100,721898676,508846626,0,1552612305,2496923943,2486976465,1884654612,9947478,9857683648,9790784463,3.50E+07,0,6655088393,2733883891,5.50E+08,3921204502,3921204502,5699519198,0,8826799105,0,8466493782,4278804010,17791653,3044055212,679562919,0,-2665958236,7374078034,7363782196,1097542232,10295838,7828429607,7787346560,0,0,14952433609,10018105859,6.25E+09,4934327750,4922327750,250074032,0,110,110,same
211,open,gyeongnam,174,20121022,62,hospital,6923501908,910927882,5347124884,2327088756,164850301,889853708,269203575,0,-59554265,1624753493,1565268283,1062342033,59485210,9770013636,9348541430,6.20E+07,0,7732424145,609822441,5.00E+08,7122601704,6566494796,3662342984,0,4668442870,680140030,4309589884,2047866940,21817301,287951620,158125701,0,-587421363,831512413,769069305,313264260,62443108,9625376628,9424372478,4.30E+07,0,6734991792,1464061792,5.00E+08,5270930000,5270930000,3721897249,0,89,89,change
214,open,choongnam,73,20050513,18,nursing_hospital,2727724577,119530728,2427895541,1442333855,13319421,126640001,56761694,7367550,59610178,515878027,502621577,480504551,13256450,3452352168,3432352168,2.00E+07,0,1777401255,656386436,478956295,1121014819,9.95E+08,2190828940,182834440,2439490350,110733389,2240253352,1285935675,4713136,77098054,60379363,2227850,13890841,470362319,455148089,447496954,15214230,3585027698,3565027698,2.00E+07,0,1924171255,246698764,0,1677472491,1490267865,2131218762,123224262,37,37,same
215,open,gyeongnam,131,20081024,84,hospital,2200563127,0,2892340566,1515453951,1081106539,663473305,62879559,443270,-274587475,315969802,257859503,0,58110299,6729075072,6682029135,40042000,0,5420903760,1121230154,476740760,4299673606,4.12E+09,1624141114,183334272,2731341817,0,2727490842,1487637570,365206191,363382056,51797142,1860750,3814360,644995931,583350611,0,61645320,2866118689,2829902660,29272000,0,1612386031,549031888,342815020,1063354143,1.02E+09,1898728589,457921747,49,47,same
216,open,gyeongnam,75,20160128,192,nursing_hospital,5797472935,0,5054568500,2611141644,89908565,593037032,184635214,15579654,224196314,2038937929,1813059697,376041841,132791206,5593103769,5475503769,117600000,0,3433619699,947586292,4.60E+08,2486033407,2486033407,4198421999,325640999,3369586780,0,3206743024,1849025470,54961677,116360748,102307837,0,101444685,1004630950,920080950,523125269,84550000,6205033230,6093433230,99600000,0,3235438495,1235438495,5.00E+08,2.00E+09,2.00E+09,3974225685,101444685,88,75,same
217,open,jeonbuk,26,20131202,171,nursing_hospital,4725730450,303701697,4121940036,2432997390,19028897,171270517,109732873,8910060,138937037,1582284364,1506154249,1422268975,76130115,4998707916,4974651916,24056000,0,3547085439,877315366,4.56E+08,2669770073,2504060000,3033906841,720633000,4609725770,306122420,4025566727,2423381962,13522510,205408608,119884500,0,86150525,1397578726,1344591877,1301901015,52986849,5127734719,5101878719,25856000,0,3630343641,766961291,358115085,2863382350,2651780000,2894969804,720633000,95,95,same
218,open,gyeongbuk,8,20141028,168,nursing_hospital,4583728050,0,4283123967,2383593130,21013603,184727441,173869761,19484510,117405735,1166191369,1166191369,0,0,5821804520,5798749520,23055000,0,4195644288,941979660,4.55E+08,3253664628,3242405068,2792351601,0,4045477870,0,3568759573,2097369855,49923028,162001765,152132872,0,364639560,727839528,724159258,0,3680270,4234076072,4211021072,23055000,0,3851402854,1533853698,0,2317549156,2.30E+09,1110512746,0,78,87,same
226,open,gyeongbuk,166,19990127,18,nursing_hospital,3961063760,0,3666161252,2217064014,692310133,75268438,61767433,11105500,900838703,2197992142,2161740308,83720,27554858,4435078996,4129264976,39203000,0,2320962586,588149718,389890526,1732812868,1536560000,4312108552,0,3981152323,0,3943419607,2213635210,410729273,79137174,65136124,466150,368858665,1505429808,1467279872,77930,32380004,4384239508,4198692975,20051000,0,2478399467,675242186,4.50E+08,1803157281,1576560000,3411269849,0,50,49,same
227,open,ulsan,125,20150701,113,nursing_hospital,2750405748,67785247,2679970934,1908687413,33172563,46838096,39330601,23760,-11039726,410557265,390612408,271181283,18038659,2388729410,2283950289,1.00E+08,0,1765105549,738969414,349764087,1026136135,8.90E+08,1034181126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,same
230,open,choongbuk,150,20090902,120,nursing_hospital,5134000459,0,4283434103,2885928460,42996684,893563040,590734083,0,0,2728567927,2515657282,1711342256,166459321,6088826739,5972182739,31405000,0,6416069105,1222089162,325405779,5193979943,3119960000,2401325561,0,5005326364,0,4075798063,2631017560,65487351,795842804,148925084,0,199172848,2572763798,2365414188,1610593687,166125301,6169651679,6050102679,34310000,0,6297134616,1632708912,384835959,4664425704,2882629560,2445280861,0,70,70,same
231,open,daejeon,48,20080822,27,hospital,6549416545,570310920,4979715077,2070088454,669266439,948754222,223312362,99577010,620325755,5617900968,5592937238,694060470,24963730,6100798930,4545533641,530979400,0,7225233016,814203032,306652605,6411029984,3836234327,4493466882,-423766409,5075439045,382770165,4199391515,1586310821,760726321,736492146,195900254,128602480,388909060,3925162187,3885908776,578948903,39253411,5606629657,4828212238,257679400,0,5123895897,1815770113,1526982307,3308125784,1.19E+09,4407895947,110988411,60,49,same
232,open,gyeongbuk,8,20131026,185,nursing_hospital,4587011295,0,4245991101,2123763162,5107832,210109235,147310783,0,136018791,2486338194,2478451984,264400000,7886210,7187599135,7172747581,0,0,6374695832,1934695832,299898094,4.44E+09,3.69E+09,3299241497,2829942793,3496322840,0,3355391755,1940251678,64233178,184502010,176384782,0,20662253,2144437512,2092389091,264400000,52048421,7366810605,7365810605,0,0,6348025411,1908025411,299939256,4.44E+09,3.69E+09,3163222706,2829942793,67,60,same
233,open,choongbuk,22,20090918,143,hospital,14366893686,3443129530,10797646973,7106044070,590184571,159783451,109944841,126258177,430260126,4412846979,4347877413,1433657052,64969566,5104052744,4854483484,186972000,0,5465610892,3696809383,290167960,1768801509,1767999995,4051288831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,99,same
234,open,choongbuk,117,20080414,400,nursing_hospital,9234125840,323735280,8680182659,4674240015,240449255,266072883,259947996,29674450,174909823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9939692900,589287909,9075160467,4523338009,124475141,217305656,176849787,22451905,159962104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,138,same
235,open,jeonbuk,26,20091126,172,hospital,6202942950,536370490,5203294207,3018631334,152000427,297916768,258105531,17720990,299640922,3274698751,3266745341,537563035,7953410,12973123136,12586246286,99772850,0,9804439346,1591578044,286595250,8212861302,6.63E+09,6443382541,0,4510257410,418926162,3517868676,1884275335,3488851,353511242,270109788,38291210,185148971,2243622285,2240722185,473796980,2900100,13533699187,13146822337,99772850,0,9633579853,1643478904,545074159,7990100949,6.29E+09,6143741619,0,98,63,same
236,open,gyeonggi,121,20110823,280,nursing_hospital,25434636567,0,25811905591,11020559652,9144170639,8686379500,272287592,0,80522115,3075243272,3075243272,2477130,0,22453422638,21860032638,593390000,0,22368402274,2918922504,272475243,19449479770,373500000,3160263636,0,26490948747,0,25653715427,10923207799,169399165,2602968179,69828501,0,-1596335694,5236299668,5236299668,272371056,0,27449445740,21790490968,1125398600,0,29606003887,11941890462,2105556523,17664113425,15877687083,3079741521,0,368,454,same
237,open,ulsan,126,20160105,18,hospital,2146219377,478709230,1415869663,892605778,22115,409896,0,0,251252703,872608619,784036023,461544754,88572596,9678825088,9668788512,9943000,0,6957108183,1914508183,255806350,5042600000,5042600000,3594325524,0,2118999520,402000368,1618647325,1283293098,404066,88262330,82726386,0,10493563,491534426,404131426,272612148,87403000,6931712790,6926262790,5.00E+06,0,4370574395,1090574395,0,3.28E+09,3.28E+09,3052672821,0,32,32,same
238, close,jeonnam,19,20150316,119,hospital,3581089010,510641637,2848303471,2082161911,5208306,220316149,109898956,1799484,5236575,553105306,495965338,199528494,51945110,8795376910,8776376910,1.90E+07,0,5121516400,1692525546,229570425,3428990854,3.33E+09,4226965816,0,2761940747,382999078,2250512310,1404036227,41706,123437981,100442436,647773,4385311,807748106,756295996,81160134,51452110,8790376910,8773376910,1.70E+07,0,5376395775,2031395775,298641726,3.35E+09,3.35E+09,4221729241,0,64,77,change
240,open,jeonnam,16,20121119,120,nursing_hospital,2123785550,0,3439262908,1441701611,2431,91373760,90463980,0,-1406848687,174568153,174568153,0,0,4769763420,4715163420,3.00E+07,0,2514358503,214358503,214358503,2.30E+09,2.30E+09,2429973070,0,2475350460,0,2253260463,1607097121,988,150676393,149620793,0,71414592,244964582,216962196,197839220,28002386,5941912472,5883612472,3.00E+07,0,2350055297,50055297,49891419,2.30E+09,2.30E+09,3836821757,0,-,58,same
242,open,gyeongnam,153,20021025,277,nursing_hospital,7067498299,0,7513245635,4501292303,604763153,156814533,138262733,0,2201284,2366079425,2334125879,689766384,31953546,7615802612,7608344612,7458000,0,5516849077,890281432,2.00E+08,4626567645,4530250000,4465032960,1303573960,7641339255,0,7357466807,4625332208,71810165,139637832,116105443,41548230,174496551,1919494383,1886817821,668413479,32676562,7132543508,6570271603,13458000,0,4589206215,692638570,2.00E+08,3896567645,3250250000,4462831676,1301372676,140,145,same
244,open,choongbuk,22,20060414,46,hospital,3182228440,516756711,2550482701,1701717993,14420344,55971373,52151874,9771844,63666155,1577384213,1465503675,737560794,95323650,2207894636,2093918636,113975000,0,1953076690,883276690,196156122,1069800000,1069800000,1832202159,0,3115288840,503113389,2511197491,1623571920,16669270,52052267,51852267,8952430,56642533,1231603572,1158638558,720590179,55821503,2298330004,2195854004,102475000,0,1761397572,1761397572,919845111,0,0,1768536004,0,51,51,same
245,open,gyeongbuk,8,20120808,21,hospital,1509898680,373997340,1168301867,691646339,42017409,21892426,21125689,0,-12275544,1261112742,1261112742,73640000,0,716870351,714870351,2.00E+06,0,753187615,397315060,176150000,355872555,3.50E+08,1224795478,0,2053637624,455596775,1578099039,1107076734,35415619,30160301,18256649,0,25197128,1142028505,1139977625,32340000,2050880,788611586,786611586,2.00E+06,0,689082869,305331835,203150000,383751034,3.50E+08,1241557222,0,14,14,same
247,open,choongbuk,165,20080611,156,nursing_hospital,4433250370,123429531,4241425025,3050253779,32726673,285840193,10258573,12216040,-196933746,652932712,639575517,533639960,13357195,5059122507,5032321673,17330000,0,4464271706,593529333,160885686,3870742373,3767739506,1247783513,608810000,3753579211,96970786,3550249499,2633066993,27280903,61301102,0,0,72338727,466654826,454445020,397137380,12209806,5028367407,5004566573,14330000,0,4085903394,707203888,3.21E+08,3378699506,3378699506,1409118839,608810000,68,-,change
249,open,incheon,137,20091014,24,hospital,3839628640,154633402,3596885097,2326126850,166531000,178168955,49024085,0,76472186,571230731,560631766,361690890,10598965,2032722169,2020222169,12500000,0,1448045017,1448045017,150892400,0,0,1155907883,362886357,3809606083,144770540,3619710950,2272007300,118691644,187728595,76423630,0,-23912358,353339865,342642815,294620353,10697050,2009316182,2005316182,4.00E+06,0,1283220350,1283220350,54319400,0,0,1079435697,286414171,53,53,same
250,open,seoul,129,19800207,0,clinic,6631600532,0,6641613257,3348738930,43637641,34552799,9884471,7607780,-8535663,1079243506,1013891413,6202220,65259173,811986614,640229998,26787216,0,765103792,733920606,1.50E+08,31183186,0,1126126328,0,6544955090,0,6519680658,3138408497,161976131,40511769,11610546,2584540,144154254,1072057489,985527152,2.00E+06,82274324,816687057,705351377,0,0,758559607,756020482,2.50E+08,2539125,0,1130184939,0,73,87,same
251,open,busan,65,19990427,25,nursing_hospital,5002480920,831034391,4274807635,3337731060,114442246,10549263,2563980,0,531877,1547334221,1500981186,911776872,22558530,3308230227,3209847225,46801000,0,1696733005,701022955,137812262,995710050,0,3158831443,1425842178,5210001920,868614934,4170070288,3219150770,99016512,8225830,6275830,66644910,195462470,1633377936,1624166622,959523425,6056500,3346317633,3279426633,8423000,0,1821396003,759897539,216536109,1061498464,0,3158299566,1425310301,73,76,same
252,open,incheon,137,20100107,27,nursing_hospital,4226283577,697750790,3410632563,2548087516,14864580,105801341,104254900,3136175,23827288,725144533,597579443,445210361,53565090,9881921371,9709225283,1.00E+07,0,3491582200,512947127,130691604,2978635073,2861388894,7115483704,117685184,4096636814,279924138,3678813801,2288279000,14288896,140233800,110850573,2240515,9713456,632177172,584345395,446735058,28999499,9845161964,9829267550,0,0,3385682720,229965983,0,3155716737,3038055558,7091656416,93857896,79,67,same
253,open,busan,65,20130531,153,nursing_hospital,4886886490,166276575,4356729605,2448542786,23450224,153821205,153821205,52055471,181453858,1262519046,1242776096,1119885110,19742950,7325981976,7192526039,103350000,0,5042654467,848003467,127125305,4194651000,4194651000,3545846555,0,4942001314,179147459,4060167892,2268428530,102199318,341354909,341020909,82088570,381441802,1392749567,1392749567,1219911850,0,5911990405,5817640405,94350000,0,3960636535,424695535,102090005,3535941000,3535941000,3344103437,0,76,67,same
255,open,choongnam,9,20100507,103,hospital,1918289230,551866812,1141046400,495377963,1305,176479604,65892164,7267530,41630189,975734927,957036714,806259954,18698213,5029190294,5014909594,14280700,0,1779499937,129499937,72097262,1.65E+09,1.65E+09,4225425284,0,1792335761,477198529,1130261761,414211925,725,139454069,65643869,2285170,43136957,974971862,951810785,902771574,23161077,5121513286,5107232586,14280700,0,1912690053,262690053,199494341,1.65E+09,1.65E+09,4183795095,0,21,21,same
256,open,gyeongbuk,114,20070102,31,traditiona_hospital,1358923881,0,1070587499,550379536,4173356,145340853,20151,17971640,129197245,1505420864,1497891764,46145690,0,3407093235,3065839235,341254000,0,2097045157,216842485,71726865,1880202672,0,2815468942,0,1474130010,0,1180284705,681222509,36713877,168866315,1749209,10183710,151509157,1182522016,1163923036,36827562,0,3434381257,3093127257,341254000,0,1930631576,178559451,65420666,1752072125,0,2686271697,0,9,10,same
257,open,gyeongnam,32,20071203,123,nursing_hospital,2258319210,128810560,2032365287,1494832178,7812530,80917471,80167460,0,24038422,454312039,354065356,234977500,100246683,2099060747,2031198742,1.90E+07,0,2010848061,445193604,6.20E+07,1565654457,1565654457,542524725,0,2295012170,144403697,2065305954,1497384615,9803061,64822272,59336182,0,30283308,347083462,281177355,167274980,65906107,2150340572,2094478567,1.90E+07,0,1978937731,734170099,335312254,1244767632,1244767632,518486303,0,54,56,same
259,open,gyeongbuk,25,20170502,162,nursing_hospital,1114522068,0,2552348237,1598551128,46022025,80133952,80029864,0,-1471938096,164776676,147969514,4867196,9695365,6602402601,6574002601,28400000,0,7324270273,683878061,31047300,6640392212,6028978167,-557090996,0,0,0,3025830,0,71650,0,0,0,-2954180,76720887,76717177,0,0,2715104380,2715104380,0,0,1876978167,2.90E+07,2.90E+07,1847978167,1847978167,914847100,0,70,-,same
261,open,choongnam,39,20071210,128,nursing_hospital,2758328606,155041066,2316535483,1291652300,3933082,162065542,140623344,0,128619597,1410465223,1406571323,0,3893900,4028963546,4023963546,5.00E+06,0,2668365532,101249110,28366674,2567116422,2567116422,2771063237,0,2532160606,174390742,2069759555,1294746985,22537140,165164463,149702983,0,145382986,1064573102,1059205442,0,5367660,4075465689,4070965689,4500000,0,2497595151,54062537,51725448,2443532614,2443532614,2642443640,0,45,40,same
262,open,gangwon,176,20090701,22,hospital,1747025929,0,1680425176,1076311875,5708340,36276147,34778285,3770360,32262586,220882120,205122120,78259650,15760000,2900012337,2880012337,2.00E+07,0,932559091,102559091,24986905,8.30E+08,8.30E+08,2188335366,0,1621951362,0,1560244254,1008878000,5836902,37014162,35506767,6931265,23598583,226351413,208031413,101902960,18320000,2862649356,2852649356,1.00E+07,0,932927989,102927989,1375945,8.30E+08,8.30E+08,2156072780,0,1,1,same
